,Time_tweeted,User,Tweet
2034,2022-05-25 20:31:01+00:00,CrewsforTX,"Dear Texas Republicans:
Stop blowing smoke.
DO SOMETHING.

Or GTFO and let people who want to solve problems, SOLVE PROBLEMS.

#txlege needs engineers, not lawyers. https://t.co/BFPk64E9lU"
2035,2022-05-25 20:31:01+00:00,JeevesReggie,Texas School Shooter Had No Known Mental Health Issues or Arrests - The Wall Street Journal https://t.co/5620oqvmoE
2036,2022-05-25 20:31:00+00:00,kfvsnews,"According to the governor, Ramos posted that he was going to shoot his grandmother, then that he had shot the woman, and finally that he was going to shoot up an elementary school. https://t.co/scU93tefGy"
2037,2022-05-25 20:31:00+00:00,gfpuyana,Now is Texas ... will the Republicans ever learn? #GunControlNow #TexasSchoolMassacre #Ulvade https://t.co/vdQeHaZoD9
2038,2022-05-25 20:31:00+00:00,WheatonPatch,"Two teachers were among the 21 people killed in a mass shooting Tuesday at Robb Elementary School in Uvalde, Texas. https://t.co/0bSgE7HgVL"
2039,2022-05-25 20:31:00+00:00,DanielBurkard44,"That's right mother fuckers.

https://t.co/ixNqeQGbUN"
2040,2022-05-25 20:31:00+00:00,agworkers,"Our interns have had a successful trip to #AustinTx, touring the Texas Capitol and visiting with the @texasdeptofag, @agteachersassoc, and a handful of other ag groups. But they have one last stop before heading back to Fort Worth. https://t.co/gLFJd5nD5P"
2041,2022-05-25 20:30:59+00:00,_glatina,"What happened was “horrible,” Texas Gov. Greg Abbott said Wednesday. 
But, he added,  “it could have been worse.” https://t.co/iZQVWJTg8L"
2042,2022-05-25 20:30:59+00:00,thaiparampil,"NRA says its 'deepest sympathies' are with Texas shooting victims
 https://t.co/hunO0S5Bg6"
2043,2022-05-25 20:30:58+00:00,nbcchicago,Celtics' Ime Udoka and Jayson Tatum Weigh In On Mass Shooting at Texas School https://t.co/lckIt6aD7u
2044,2022-05-25 20:30:57+00:00,kammi05,This cause is close to my heart - please sign: https://t.co/eW7ZNPPNte
2045,2022-05-25 20:30:57+00:00,_Ellegally,"Can’t stop thinking about them poor kids and teachers in Texas💔💔cannot image what their families are going through, absolutely awful 😢"
2046,2022-05-25 20:30:56+00:00,exoticgamora,"It's about damn time:

Texas Commission for Lawyer Discipline sues Texas AG Ken Paxton for ""dishonest"" representations to the US Supreme Court in his lawsuit challenging the legitimacy of the 2020 election.

All of the AGs who signed that lawsuit should be tried. https://t.co/9eXqRJzaed"
2047,2022-05-25 20:30:56+00:00,ShadVaughn,"Texas Elementary School Shooting Victims Fund 
 https://t.co/PemAa6R8Rq"
2048,2022-05-25 20:30:56+00:00,DORSETTJR,"This looks more like a ""Good Ole Boy meeting with the governor of Texas at the center of it. https://t.co/VtyauEBavl"
2049,2022-05-25 20:30:55+00:00,danakaiel,I really pray Texas gets Abbott outta here in November. If y'all ain't never did nothing else!
2050,2022-05-25 20:30:54+00:00,jacobbrenton,"I know Beto is a deeply flawed man (as we all are). But my goodness, isn’t it refreshing to hear a politician who cares if our elementary school kids die?

https://t.co/c0ge66AesT"
2051,2022-05-25 20:30:53+00:00,Samanthabellich,This cause is close to my heart - please sign: https://t.co/JvatynjoP9
2052,2022-05-25 20:30:53+00:00,LandoEttrick,"Texans are an embarrassment. Texas Republicans doubly so. The reason they cannot recognize real the leadership that Beto O’Rourke offers is because he is the first example they’ve seen in their bloated lives.

 https://t.co/j8TOkDazLB"
2053,2022-05-25 20:30:52+00:00,TexasNORML,"Join us for our monthly livestream featuring #Texas #NORML Legal Counsel Jamie Spencer and criminal defense attorneys Angelica Cogliano and Rob Daniel who will discuss the unfairness of the “Government vs. Its Own Citizens” process then take questions.

https://t.co/WMavz3lvuY https://t.co/dQo3shACmo"
2054,2022-05-25 20:30:52+00:00,iHeartTrending,Kanye West Postpones Yeezy GAP Launch Amid Texas Mass Shooting https://t.co/umGfJz94l7
2055,2022-05-25 20:30:51+00:00,kylegriffin1,President Biden says he and the First Lady will be traveling to Texas in the coming days.
2056,2022-05-25 20:30:50+00:00,Allareblessed2,Beto O'Rourke heckles Texas leaders at shooting news conference - Reuters https://t.co/NSsDuktPUS
2057,2022-05-25 20:30:50+00:00,LouisGerber8,"#Trump + #TedCruz to address the #NRA at the annual convention in #Houston , #Texas just days after the deadly shooting... @AJEnglish : https://t.co/JewFBfdkLZ"
2058,2022-05-25 20:30:50+00:00,ditackett67,Beto O’Rourke interrupts Texas Gov. Greg Abbott's news conference on Uvalde school shooting |  https://t.co/C17aty6z3N. What more can I say? He’s a PO💩
2059,2022-05-25 20:30:50+00:00,ITMFA_NOW,This cause is close to my heart - please sign: https://t.co/lh0DM1twBb
2060,2022-05-25 20:30:50+00:00,christineatate,Texas school shooting pushes NRA meeting into spotlight https://t.co/4M9aODbsoc
2061,2022-05-25 20:30:50+00:00,shane_holmberg,"In Texas you don't need a license or training to own a weapon created solely to kill others as quickly as possible. It's not a loophole. It was intentional.

Texas Republicans did this on purpose to sell more guns. #BetoForTexas #Uvalde #TexasMassacre https://t.co/cYln6koHFm"
2062,2022-05-25 20:30:49+00:00,ArieBaNegev,"#FactCheck: the #Texas school district admitted they were monitoring social media - including that of the “minority” terrorist. They KNEW he had a mental illness &amp; was violent and did nothing for fear of being called “racist.” They, the @NSBAPublicEd and @instagram own this."
2063,2022-05-25 20:30:49+00:00,niker_monkey,"Texas Elementary School Shooter Posted to Facebook 3 Times Before Massacre: Governor

https://t.co/SyNU01Iils"
2064,2022-05-25 20:30:48+00:00,Klemash,Amanda Gorman pens poem in wake of Texas school shooting https://t.co/U1qhjp3GHY
2065,2022-05-25 20:30:48+00:00,bulletin_ex,Trump to speak at NRA event in Texas days after school shooting https://t.co/nI0NvFzYPB
2066,2022-05-25 20:30:48+00:00,jvzmyn__,It’s so important for us to vote for @BetoORourke right now. Texas literally can’t go another few years with Abbot as Governor
2067,2022-05-25 20:30:48+00:00,GayleAlstrom,And the Texas Republicans in power can´t see any connection between these two entities. https://t.co/vWNoC2N2Ad
2068,2022-05-25 20:30:48+00:00,leeoconner,Add at least 3 other prior to 2000. Texas has a history of deadly mass shootings. Many have sparked public debate about what legislation should be passed to prevent another one. https://t.co/X1pK8rVU4a
2069,2022-05-25 20:30:47+00:00,AbuMoha37425312,"This dude is campaigning on taking away your guns in Texas 
All he’s doing is hurting the Dems if they had any chance to win here https://t.co/5o1TEZnSPX"
2070,2022-05-25 20:30:47+00:00,rickarchtx,"Beto O'Rourke interrupts Greg Abbott's Uvalde press conference: ""You are doing nothing"" https://t.co/99hSL4u0Hm"
2071,2022-05-25 20:30:46+00:00,JasonDTremblay,"https://t.co/MlHQDAlnXW Are they... are they afraid someone might shoot him if they had easy access to a barely regulated firearm? Heaven forfend! The hypocrisy is simply breathtaking, @NRA."
2072,2022-05-25 20:30:46+00:00,qyou185,"What we know so far about the school shooting in Uvalde, Texas https://t.co/G0Z5XKmLeP"
2073,2022-05-25 20:30:46+00:00,olivecraving,tbh the people doing the “the texas shooter was trans” thing should 100% kill themselves immediately just saying
2074,2022-05-25 20:30:46+00:00,gharshenin,The panel of men that can’t put down laws to prevent these tragedies from continually reoccurring are the ones both out of line and out of touch with humanity. https://t.co/iOhvWjjs9f
2075,2022-05-25 20:30:46+00:00,MsQuillman,Congratulations to these Northlake Elementary teachers for completing the Texas Reading Academies! We celebrate your hard work &amp; dedication! #TRAinRISD #RISDLitandInt #RISDGreatness @RISDLitandInt @marykellagher https://t.co/npY56giEbt
2076,2022-05-25 20:30:45+00:00,Codrus21,"After Texas shooting, Republicans face online anger over NRA money https://t.co/ORYhboP6GB"
2077,2022-05-25 20:30:45+00:00,CathiAnderson,This cause is close to my heart - please sign: https://t.co/nmYFKSG1FK
2078,2022-05-25 20:30:45+00:00,rickhasen,"His filing for Texas at the Supreme Court seeking to throw out the votes of other states was was dangerous garbage, as I was quoted saying at the time. https://t.co/kd98sJPC4u"
2079,2022-05-25 20:30:44+00:00,CougarTrainee,Texas said Need and want a gun? You good outchea. Georgia said the same thing https://t.co/vSC0r8AAtj
2080,2022-05-25 20:30:43+00:00,xlr_media,"🇺🇸 USA: 19 children, 2 teachers killed in elementary school shooting

An 18-year-old gunman on Tuesday opened fire at Robb Elementary School in #Uvalde, #Texas, killing at least 19 children and two teachers, before being shot dead by US law enforcement agencies.⁠ https://t.co/bYmLh4CrXK"
2081,2022-05-25 20:30:43+00:00,V103,"For these artists, the #Uvalde mass shooting truly hit home 😞

https://t.co/GNgce9axCc https://t.co/JiiemdK0Lp"
2082,2022-05-25 20:30:43+00:00,Mariann77125781,"#Punkbeto is an embarrassment to Texas he will NEVER be Gov and needs to move to a Liberal state. Sadly he does represent the dem party perfectly. It's all about getting elected. ""Never let a good crisis go to waste"" What a total sham and ego punk."
2083,2022-05-25 20:30:43+00:00,CommonCauseMich,"With House seats up to be divided up for the next decade, several state populations have been revealed to be significantly miscounted in 2020. Check NPR's article to see the impact it will have: https://t.co/MeZcBRneOo"
2084,2022-05-25 20:30:42+00:00,Patric__Morgan,"𝗨𝗡𝗛𝗘𝗥𝗔𝗟𝗗𝗘𝗗

Standing only 5’7″, the diminutive Jacquizz Rodgers proved the pundits wrong as he led his unheralded group of teammates to an improbable Texas football championship.

https://t.co/mxgLi7IK2O

@Doc_Melloy https://t.co/MWtjnRzNAu"
2085,2022-05-25 20:30:42+00:00,pksmid,"Assault rifles, including the infamous AR-15 used in the Texas school shooting, may be purchased in the state – but not in Cook County or Chicago. https://t.co/lCdarmwTEz"
2086,2022-05-25 20:30:41+00:00,Kyon5Bx,"Wow… what a difference in a week!! He must feel so much relief bless him. 

A HUGE #thankyou to Basset Buddies Rescue of Texas for saving him ❤️

To donate to Marshall’s care ⬇️ 

PayPal info@bbrtx.org
website https://t.co/b3kqBEbaaj

#dogs #dogsoftwitter #rescue #love ❤️❤️❤️❤️ https://t.co/yKj0hcu9LA https://t.co/36ghx7OTIk"
2087,2022-05-25 20:30:40+00:00,FOX5Atlanta,"The South Texas Blood and Tissue Center is in critical need of blood donations following the mass shooting in Uvalde, Texas that left 14 children and a teacher dead.  https://t.co/PxyQIE029R"
2088,2022-05-25 20:30:40+00:00,upstatefederlst,Texas cops rolled a SWAT Team to shut down a local bar during Covid. https://t.co/fcYjnTMcKd
2089,2022-05-25 20:30:39+00:00,IrishTimes,"Texas shooting: ""He was just a loving 10-year-old little boy, just enjoying life, not knowing that this tragedy was going to happen today""
https://t.co/yJqwADGGtG"
2090,2022-05-25 20:30:39+00:00,JamesNorwood9,"Whoopi Goldberg threatens to 'punch somebody' if she hears Republicans are heartbroken after Texas shooting.     Can someone SHUT HER UP?  I don't even watch ""The Four Bitches."""
2091,2022-05-25 20:30:39+00:00,inclubmagazine,"Dear InClub family,  
 
After yet another heart-wrenching tragedy, I wanted to reach out on behalf of the crew here &amp; as a father of 2.
 
It is difficult to find words – to honor the 19 children and 2 teachers lost yesterday in Uvalde, Texas. #TexasSchoolMassacre"
2092,2022-05-25 20:30:39+00:00,MyVirginMind,I wish I lived in Texas so I could vote for Beto https://t.co/yZYLfImD8B
2093,2022-05-25 20:30:39+00:00,kuwchlo,I’m really tryna figure if you discussing Texas… how and why is Chicago being brought up?
2094,2022-05-25 20:30:39+00:00,Charlot11751278,Salvador Ramos suspect robb elementary school Uvalde tx Texas shooting https://t.co/5oxq3l229Z
2095,2022-05-25 20:30:38+00:00,mastodonbarky,Good. Just watched those blobs in press conference talk about prevention. The absolute nerve of them #Texas https://t.co/A44zJ7tlfo
2096,2022-05-25 20:30:38+00:00,ayoo_noah,Texas getting rid of filters was the right thing.. https://t.co/TGXF6o3OUQ
2097,2022-05-25 20:30:37+00:00,fox8news,Texas school shooting: How to help victims and families https://t.co/oMCXn0gPhs
2098,2022-05-25 20:30:37+00:00,MinnesotaMaryS,"Statement from FBI Director Christopher Wray on the School Shooting in Uvalde, Texas https://t.co/D4szx7M1xH"
2099,2022-05-25 20:30:37+00:00,outrageous74,"In the wake of the Texas mass gun murder, which left more than a dozen children dead, the @GOP are once again set to prove again that they are not so much pro-life as they are anti-abortion."
2100,2022-05-25 20:30:36+00:00,WhoTargetsMe,"Here are the 120 active Facebook and Instagram ads that the NRA has running in Texas right now.

https://t.co/FOC15T7jqg"
2101,2022-05-25 20:30:36+00:00,mishellgarseeya,They got so mad they had to get loud and insult him what a damn shame and poor representation of Texas fr https://t.co/W4un1krsCZ
2102,2022-05-25 20:30:36+00:00,Fernand46357857,"After Texas shooting, Republicans face online anger over NRA money https://t.co/0ulUwWmyMj"
2103,2022-05-25 20:30:35+00:00,AKJoyste,"'This Is on You!' Beto Interrupts Abbott Press Conference on Texas Massacre

https://t.co/eSCJ2k2mIa via @commondreams ~ You Go Beto!"
2104,2022-05-25 20:30:35+00:00,ALROnHousing,Actual leadership on gun control is a big reason we are still in New Zealand. The country banned assault rifles after ONE mass shooting. It has been TEN YEARS with no action since my elementary school (Sandy Hook) made the news for the worst reason.  https://t.co/frembq8D8F
2105,2022-05-25 20:30:35+00:00,Riko69341008,"Growing up in an agricultural town in Texas, we had a in high  school a  shooting club, 4H 
and  rodeo club, dang near every pick up in the student &amp; teacher parking lot had a gun rack with a .22 rifle or shotgun in it, nothing idiotic never happened. How times have changed."
2106,2022-05-25 20:30:34+00:00,QNS,"As the families and school community at Robb Elementary in Uvalde, Texas continue to mourn the 19 children and two adults killed by an 18-year-old gunman, Queens politicians are calling for immediate gun reform. https://t.co/vABCtntlRx"
2107,2022-05-25 20:30:34+00:00,deannamcraig,"Uvalde shooting: Texas Gov. Abbott says Chicago, NYC crime proves harsher gun laws not solution https://t.co/y581zppR8l #FoxNews"
2108,2022-05-25 20:30:33+00:00,nashuaward7,'This is on you': O'Rourke calls out Texas governor for inaction after s... https://t.co/SjLfDrSyhz via @YouTube
2109,2022-05-25 20:30:33+00:00,sapphosho,"gyser, thats our lamp, texas rezkinoff https://t.co/OQvraf2i7y"
2110,2022-05-25 20:30:33+00:00,RickMandler,"The school shooting in Uvalde, Texas this week was the 27th school shooting this year and the 119th since 2018, The highest number of shootings, 34, occurred last year. https://t.co/2ske9K0gXZ"
2111,2022-05-25 20:30:33+00:00,AceBunkin,Okay Texas is the problem https://t.co/dfhd1pokpk
2112,2022-05-25 20:30:32+00:00,mspopcorn5,"Gosar is a sick POS and needs to shut his mouth. Enough GQP lies and smears!!
GOP Rep. Paul Gosar spread a baseless transphobic rumor that the Uvalde school-shooting suspect was a 'transsexual leftist illegal alien' https://t.co/YqhYw08rdT via @businessinsider"
2113,2022-05-25 20:30:32+00:00,doug_mainwaring,"After yesterday's school horror in Texas, America needs this today: Hundreds of choir students impress with annual national anthem rendition https://t.co/oBL02mY9Vq via @YouTube"
2114,2022-05-25 20:30:32+00:00,NILRR,How Many Jobs is TIAA Creating in Right to Work Texas? https://t.co/xiHfj2iIVh
2115,2022-05-25 20:30:32+00:00,topflashy,"I seen so many go fund pages for the school shooting in Texas , where are the mfing petitions at??????"
2116,2022-05-25 20:30:32+00:00,TywinResists,"It may be prudent to keep all children home from school. This is only a suggestion. With what happened in Texas recently, it would be considered a recommendation until we get this sorted.
#GunControlNow #GunSafetyNow"
2117,2022-05-25 20:30:31+00:00,ranaburgundy,Please sign: https://t.co/KEfgdaGb3g
2118,2022-05-25 20:30:31+00:00,jaysus145,A Letter to My Fellow Gun Owners https://t.co/9fmVTNogS3 via @thegearjunkie
2119,2022-05-25 20:30:31+00:00,NILRR,Highly Innovative Fuels Makes Highly Impressive RTW Texas Investment https://t.co/ypmrCkYNRL
2120,2022-05-25 20:30:31+00:00,JeanThaiss,"Wash Posts reports the Texas shooter first shot his grandmother in the face.  This is ""family values"" in the #gunrights community."
2121,2022-05-25 20:30:30+00:00,wozzicat1,Beto O’Rourke On Video Confronting Gov. Abbott Over Texas Gun Laws – NBC 5 Dallas-Fort Worth https://t.co/vWfaLwPSin
2122,2022-05-25 20:30:30+00:00,sushi_roll321,"Hey @BetoORourke
KEEP YELLING!!!!!  
KEEP GOING!!!!
DON’T STOP!!!!!
#Texas"
2123,2022-05-25 20:30:30+00:00,Right2Work,How Many Jobs is TIAA Creating in Right to Work Texas? https://t.co/Dk8MNzm5IB
2124,2022-05-25 20:30:29+00:00,Right2Work,Highly Innovative Fuels Makes Highly Impressive RTW Texas Investment https://t.co/1sjK9LIwxY
2125,2022-05-25 20:30:29+00:00,BassMajik,The Republicans’ ‘grief’ over the Texas school shooting vs how much they have received from the NRA https://t.co/hQte22Pr2Q #SmartNews
2126,2022-05-25 20:30:29+00:00,Lina1569,Watch: Beto O'Rourke Confronts Texas Governor At Shooting News Conference https://t.co/sipaDMoefT via @YouTube
2127,2022-05-25 20:30:29+00:00,ChasistyJ,NRA to host Texas convention days after Uvalde school shooting https://t.co/JUWTMjuAUF via @Yahoo - @SenTedCruz @tedcruz @GregAbbott_TX - Keep your forking prayers!! Vote against assault weapons!! Period!
2128,2022-05-25 20:30:28+00:00,SkyNetPlatform,"There’s still a lot to sift through here. There are a ton of questions and not many answers about the shooting in Uvalde, Texas. No one knows the motive of ... https://t.co/kLeYkaJTRO"
2129,2022-05-25 20:30:28+00:00,anachech,"Gunman who killed 21 in Texas school shootings sent direct messages about his attack on a FB platform. Ramos wrote that “I’m going to shoot my grandmother,” and “I’m going to shoot an elementary school,” shortly before the attack, according to Gov Abbott.  https://t.co/MW3Z4nfVZC"
2130,2022-05-25 20:30:28+00:00,Wilmette_Patch,"Two teachers were among the 21 people killed in a mass shooting Tuesday at Robb Elementary School in Uvalde, Texas. https://t.co/rieD7amCCZ"
2131,2022-05-25 20:30:28+00:00,TinleyParkPatch,"Two teachers were among the 21 people killed in a mass shooting Tuesday at Robb Elementary School in Uvalde, Texas. https://t.co/UaULzimD7X"
2132,2022-05-25 20:30:27+00:00,coachjoannricci,Beto O'Rourke speaks after interrupting Gov. Abbott's news conference | https://t.co/YIXk1CcRM7 This👇 https://t.co/R4IZH9ZQd1
2133,2022-05-25 20:30:27+00:00,slrtheauthoress,"The reality of America. Where it was easier for this boy to buy guns and kill children than it was for him to get help for an abusive childhood. Cycles of violence &amp; evil all round. 

https://t.co/bKMMX6NfeL"
2134,2022-05-25 20:30:27+00:00,OGrady_Texas,"Hours after Uvalde school shooting, Gov. Greg Abbott attended a fundraiser 300 miles away https://t.co/SoHubcOfuB via @TexasTribune"
2135,2022-05-25 20:30:26+00:00,Commentary,"Today’s @Commentary podcast discusses how we should view the Texas school massacre and to what extent the actions of its perpetrator serve as an indictment of American society and American policy.

Give a listen ▸ https://t.co/sqtWjdJhSm

#MassShootings #2022Midterms https://t.co/xWo1wba0uO"
2136,2022-05-25 20:30:26+00:00,MontILPatch,"Two teachers were among the 21 people killed in a mass shooting Tuesday at Robb Elementary School in Uvalde, Texas. https://t.co/eZ1vEbuYhW"
2137,2022-05-25 20:30:26+00:00,PatchNaperville,"Two teachers were among the 21 people killed in a mass shooting Tuesday at Robb Elementary School in Uvalde, Texas. https://t.co/bPwnTUokvm"
2138,2022-05-25 20:30:25+00:00,karmakar,This cause is close to my heart - please sign: https://t.co/4FAgHRi0Qo
2139,2022-05-25 20:30:25+00:00,ivery5000,"19 children, 2 teachers killed in Texas elementary school shooting https://t.co/TjM4223XxH via @YahooNews"
2140,2022-05-25 20:30:24+00:00,reverendgimp,"No he didn't, Texas fucking sucks. https://t.co/3rTX2L5rNi"
2141,2022-05-25 20:30:24+00:00,runin4coffee,This cause is close to my heart - please sign: https://t.co/TSlUvBfqf2
2142,2022-05-25 20:30:24+00:00,Ugomego,"From ABC News:

Beto O'Rourke interrupts Texas governor's press conference on shooting

https://t.co/PJEi8G6Hcx"
2143,2022-05-25 20:30:24+00:00,LislePatch,"Two teachers were among the 21 people killed in a mass shooting Tuesday at Robb Elementary School in Uvalde, Texas. https://t.co/0CZ9ANWPIs"
2144,2022-05-25 20:30:24+00:00,LemontPatch,"Two teachers were among the 21 people killed in a mass shooting Tuesday at Robb Elementary School in Uvalde, Texas. https://t.co/6lSF0wi9UP"
2145,2022-05-25 20:30:24+00:00,WWBD17,"The Federalist as a parody of itself, yet again. 
https://t.co/aqIFIEK2t5"
2146,2022-05-25 20:30:23+00:00,mynewsify,"Texas school shooting: gunman made 3 chilling Facebook posts before shooting, FOX News : U.S. https://t.co/tISQNaiGvH"
2147,2022-05-25 20:30:23+00:00,THETAOOFNOWTWO,"TODAY'S MATH QUESTION:
How many fat ass Texas law enforcement have to stand in front of the man in a wheelchair so a tall skinny kid from El Paso can't see him ?

Answer- all of them."
2148,2022-05-25 20:30:23+00:00,3fatesfiber,"Just posted a photo @ Northlake, Texas https://t.co/f0hvuR07cB"
2149,2022-05-25 20:30:22+00:00,ReutersUS,Beto O'Rourke heckles Texas leaders at shooting news conference https://t.co/AOQjwszFeC https://t.co/w7J6X0x2Ap
2150,2022-05-25 20:30:22+00:00,theBrokerList,Suite A - Modern Office Building #Southlake #Texas #CRE @SilverOakCRE #Office #MultiTenantOffice https://t.co/tuHDeihRX5 https://t.co/6F1nS0cKlY
2151,2022-05-25 20:30:22+00:00,ReutersWorld,Beto O'Rourke heckles Texas leaders at shooting news conference https://t.co/wgpIM8UdEb https://t.co/zaZokoM8mW
2152,2022-05-25 20:30:22+00:00,GrayslakePatch,"Two teachers were among the 21 people killed in a mass shooting Tuesday at Robb Elementary School in Uvalde, Texas. https://t.co/fYUF4tgBkQ"
